Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-15 09:30:00-04:00,186.75,187.50999450683594,186.66000366210938,187.0800018310547,187.0800018310547,512467
2024-07-15 09:31:00-04:00,187.10000610351562,187.47999572753906,186.8000030517578,187.44000244140625,187.44000244140625,54944
2024-07-15 09:32:00-04:00,187.3300018310547,187.70199584960938,187.3300018310547,187.5500030517578,187.5500030517578,50783
2024-07-15 09:33:00-04:00,187.5399932861328,188.07000732421875,187.52999877929688,188.02999877929688,188.02999877929688,64441
2024-07-15 09:34:00-04:00,188.00999450683594,188.02999877929688,187.6199951171875,187.7100067138672,187.7100067138672,38746
2024-07-15 09:35:00-04:00,187.64999389648438,187.72000122070312,187.3699951171875,187.4600067138672,187.4600067138672,57446
2024-07-15 09:36:00-04:00,187.47999572753906,187.7899932861328,187.47999572753906,187.75999450683594,187.75999450683594,28386
2024-07-15 09:37:00-04:00,187.72000122070312,187.8300018310547,187.66000366210938,187.7899932861328,187.7899932861328,49630
2024-07-15 09:38:00-04:00,187.76829528808594,188.25840759277344,187.75999450683594,188.1999969482422,188.1999969482422,94931
2024-07-15 09:39:00-04:00,188.2050018310547,188.5,188.0800018310547,188.47999572753906,188.47999572753906,61047
2024-07-15 09:40:00-04:00,188.50999450683594,188.5500030517578,188.3300018310547,188.39979553222656,188.39979553222656,52469
2024-07-15 09:41:00-04:00,188.44000244140625,188.49000549316406,188.32000732421875,188.41510009765625,188.41510009765625,24161
2024-07-15 09:42:00-04:00,188.39999389648438,188.5,188.3800048828125,188.44500732421875,188.44500732421875,29036
2024-07-15 09:43:00-04:00,188.41000366210938,188.41000366210938,188.05999755859375,188.1199951171875,188.1199951171875,50430
2024-07-15 09:44:00-04:00,188.09500122070312,188.27499389648438,187.83999633789062,187.91700744628906,187.91700744628906,54951
2024-07-15 09:45:00-04:00,187.92999267578125,188.0247039794922,187.6699981689453,187.92999267578125,187.92999267578125,33050
2024-07-15 09:46:00-04:00,188.22000122070312,188.2899932861328,188.17999267578125,188.2899932861328,188.2899932861328,37814
2024-07-15 09:47:00-04:00,188.3350067138672,188.36000061035156,188.13999938964844,188.27000427246094,188.27000427246094,33543
2024-07-15 09:48:00-04:00,188.28500366210938,188.4499969482422,188.27000427246094,188.39999389648438,188.39999389648438,43533
2024-07-15 09:49:00-04:00,188.38999938964844,188.5,188.32000732421875,188.4604034423828,188.4604034423828,37042
2024-07-15 09:50:00-04:00,188.50999450683594,188.75999450683594,188.47999572753906,188.72999572753906,188.72999572753906,73054
2024-07-15 09:51:00-04:00,188.6999969482422,188.72799682617188,188.4199981689453,188.47000122070312,188.47000122070312,32700
2024-07-15 09:52:00-04:00,188.4600067138672,188.6999969482422,188.44000244140625,188.6750030517578,188.6750030517578,24143
2024-07-15 09:53:00-04:00,188.7100067138672,188.83999633789062,188.64999389648438,188.77000427246094,188.77000427246094,27113
2024-07-15 09:54:00-04:00,188.78050231933594,188.80999755859375,188.67999267578125,188.69000244140625,188.69000244140625,26147
2024-07-15 09:55:00-04:00,188.785400390625,188.8000030517578,188.76499938964844,188.77999877929688,188.77999877929688,31456
2024-07-15 09:56:00-04:00,188.77000427246094,188.8300018310547,188.72999572753906,188.77000427246094,188.77000427246094,21100
2024-07-15 09:57:00-04:00,188.77499389648438,188.7899932861328,188.38999938964844,188.39999389648438,188.39999389648438,30656
2024-07-15 09:58:00-04:00,188.41000366210938,188.50999450683594,188.2794952392578,188.4199981689453,188.4199981689453,32435
2024-07-15 09:59:00-04:00,188.44000244140625,188.86000061035156,188.44000244140625,188.80999755859375,188.80999755859375,47186
2024-07-15 10:00:00-04:00,188.85000610351562,188.9199981689453,188.7100067138672,188.91000366210938,188.91000366210938,34727
2024-07-15 10:01:00-04:00,188.91000366210938,189.00999450683594,188.5800018310547,188.5800018310547,188.5800018310547,50155
2024-07-15 10:02:00-04:00,188.5449981689453,188.67999267578125,188.4199981689453,188.5605010986328,188.5605010986328,21228
2024-07-15 10:03:00-04:00,188.5800018310547,188.6699981689453,188.46400451660156,188.66510009765625,188.66510009765625,13332
2024-07-15 10:04:00-04:00,188.66000366210938,188.8800048828125,188.6300048828125,188.77999877929688,188.77999877929688,22563
2024-07-15 10:05:00-04:00,188.7899932861328,188.91189575195312,188.67999267578125,188.83999633789062,188.83999633789062,34562
2024-07-15 10:06:00-04:00,188.83639526367188,188.84010314941406,188.63999938964844,188.67999267578125,188.67999267578125,25491
2024-07-15 10:07:00-04:00,188.67050170898438,188.75999450683594,188.6300048828125,188.67999267578125,188.67999267578125,16814
2024-07-15 10:08:00-04:00,188.67999267578125,188.7198944091797,188.61000061035156,188.7198944091797,188.7198944091797,20649
2024-07-15 10:09:00-04:00,188.77000427246094,188.92999267578125,188.75999450683594,188.75999450683594,188.75999450683594,23101
2024-07-15 10:10:00-04:00,188.75999450683594,188.75999450683594,188.60000610351562,188.67999267578125,188.67999267578125,13899
2024-07-15 10:11:00-04:00,188.67999267578125,188.7799072265625,188.66000366210938,188.66000366210938,188.66000366210938,24126
2024-07-15 10:12:00-04:00,188.6580047607422,188.75990295410156,188.58999633789062,188.58999633789062,188.58999633789062,14950
2024-07-15 10:13:00-04:00,188.61000061035156,188.8000030517578,188.5802001953125,188.72999572753906,188.72999572753906,22916
2024-07-15 10:14:00-04:00,188.72000122070312,188.88999938964844,188.67999267578125,188.88999938964844,188.88999938964844,32560
2024-07-15 10:15:00-04:00,188.88160705566406,188.88499450683594,188.6999969482422,188.7100067138672,188.7100067138672,13170
2024-07-15 10:16:00-04:00,188.7100067138672,188.8300018310547,188.69000244140625,188.77000427246094,188.77000427246094,14440
2024-07-15 10:17:00-04:00,188.77000427246094,188.9199981689453,188.77000427246094,188.78390502929688,188.78390502929688,19945
2024-07-15 10:18:00-04:00,188.77000427246094,188.77999877929688,188.67999267578125,188.75999450683594,188.75999450683594,12383
