Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-15 09:30:00-04:00,236.53199768066406,236.77999877929688,235.32000732421875,235.77000427246094,235.77000427246094,4044325
2024-07-15 09:31:00-04:00,235.7899932861328,236.39999389648438,235.5399932861328,236.22999572753906,236.22999572753906,724077
2024-07-15 09:32:00-04:00,236.22300720214844,237.22999572753906,236.1699981689453,236.9268035888672,236.9268035888672,1292753
2024-07-15 09:33:00-04:00,236.9499969482422,237.0,236.0102996826172,236.1898956298828,236.1898956298828,638090
2024-07-15 09:34:00-04:00,236.17599487304688,236.7899932861328,236.17599487304688,236.58990478515625,236.58990478515625,410490
2024-07-15 09:35:00-04:00,236.55499267578125,236.97999572753906,236.14999389648438,236.2100067138672,236.2100067138672,698653
2024-07-15 09:36:00-04:00,236.19000244140625,236.560302734375,235.75,235.93699645996094,235.93699645996094,413468
2024-07-15 09:37:00-04:00,235.9199981689453,236.0500030517578,234.97000122070312,235.1772003173828,235.1772003173828,535559
2024-07-15 09:38:00-04:00,235.17210388183594,235.19000244140625,234.6300048828125,234.6750030517578,234.6750030517578,419848
2024-07-15 09:39:00-04:00,234.6699981689453,235.0,234.5,234.92250061035156,234.92250061035156,343028
2024-07-15 09:40:00-04:00,234.94000244140625,235.5,234.82000732421875,235.33799743652344,235.33799743652344,388988
2024-07-15 09:41:00-04:00,235.34970092773438,235.5,235.11000061035156,235.19000244140625,235.19000244140625,263145
2024-07-15 09:42:00-04:00,235.1699981689453,235.38999938964844,234.94000244140625,235.23959350585938,235.23959350585938,273976
2024-07-15 09:43:00-04:00,235.22999572753906,235.22999572753906,234.72999572753906,234.80999755859375,234.80999755859375,214767
2024-07-15 09:44:00-04:00,234.81509399414062,234.81509399414062,234.0,234.32130432128906,234.32130432128906,445114
2024-07-15 09:45:00-04:00,234.2899932861328,234.58999633789062,233.97000122070312,234.05389404296875,234.05389404296875,237686
2024-07-15 09:46:00-04:00,234.02960205078125,234.10000610351562,233.94000244140625,234.0756072998047,234.0756072998047,311524
